Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record
,"Satellite detected waters extents, as of 28 August 2019 over Sennar State, Sudan","UNOSAT code: FL20190815SDN  This map illustrates satellite-detected surface water in Sennar State, Sudan as observed from SPOT-6 imagery acquired on 28 August 2019. Within the analysed extent of about 700 km2, a total about 23 km2 of lands appear to be flooded as of 28 August 2019. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,geodata,2019-09-10,"August 30, 2019-August 30, 2019",2019-2019,Sudan,?,?,?,https://data.humdata.org/dataset/satellite-detected-waters-extents-as-of-28-august-2019-over-sennar-state-sudan,?,?,?,?,?,https://data.humdata.org/dataset/satellite-detected-waters-extents-as-of-28-august-2019-over-sennar-state-sudan,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Eaux de surface détectées par satellite à Fada et alentours, Tchad","UNOSAT code: FL20190827TCD  Cette carte illustre l'étendue des eaux de surface détectées par satellite (Landsat 8, image comprenant des données du 23 au 27 Août 2019) à Fada et alentours. Dans la zone analysée d'environs 20,000 ha,quelques centaines de personnes vivent en proximité des1,500 ha d'eau de surface détectées entre le 23 et le 27 Août2019. Ceci est une analyse préliminaire qui n'a pas été validée sur le terrain. Merci d'envoyer vos commentaires à UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,geodata,2019-09-10,"August 28, 2019-August 28, 2019",2019-2019,Chad,?,?,?,https://data.humdata.org/dataset/eaux-de-surface-detectees-par-satellite-a-fada-et-alentours-tchad,?,?,?,?,?,https://data.humdata.org/dataset/eaux-de-surface-detectees-par-satellite-a-fada-et-alentours-tchad,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite detected water extents, as of 27 Aug 2019 over White Nile State, Sudan","UNOSAT code: FL20190815SDN  This map illustrates satellite-detected surface water in White Nile State, Sudan as observed from Radarsat-2 imagery acquired on 27 August 2019. Within the analysed area of about 3,000 km2, a total 176 sq km of lands appear to be flooded as of 27 August 2019.  This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,geodata,2019-09-10,"August 28, 2019-August 28, 2019",2019-2019,Sudan,?,?,?,https://data.humdata.org/dataset/satellite-detected-water-extents-as-of-27-aug-2019-over-white-nile-state-sudan,?,?,?,?,?,https://data.humdata.org/dataset/satellite-detected-water-extents-as-of-27-aug-2019-over-white-nile-state-sudan,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite detected water extents, as of 25 August 2019 over White Nile, Sennar and El Gazira states in Sudan","UNOSAT code: FL20190815SDN  This map illustrates the extent of surface waters detected over El Gazira, White Nile and Sennar states located in the southern part of Sudan as detected by VIIRS-NOAA satellite between 22 & 25 August 2019. In the analysed area, a total of about 7000 km2 are likely flooded and about 250,000 people might be affected by taking into account the WorldPop population estimates. This is a preliminary analysis that has not yet been validated in the field. Please send any field-based comments to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,geodata,2019-09-10,"August 28, 2019-August 28, 2019",2019-2019,Sudan,?,?,?,https://data.humdata.org/dataset/water-extents-as-of-25-august-2019-over-white-nile-sennar-and-el-gazira-states-in-sudan,?,?,?,?,?,https://data.humdata.org/dataset/water-extents-as-of-25-august-2019-over-white-nile-sennar-and-el-gazira-states-in-sudan,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite detected waters extents, as of 16 August 2019 over White Nile State, Sudan","UNOSAT code: FL20190815SDN  This map illustrates satellite-detected surface water in White Nile State, Sudan as observed from Sentinel-2 imagery acquired on 16 August 2019. Within the analysed extent of about 20,000 km2, a total about 1,485 km2 of lands appears to be flooded as of 16 August 2019. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,geodata,2019-09-10,"August 21, 2019-August 21, 2019",2019-2019,Sudan,?,?,?,https://data.humdata.org/dataset/satellite-detected-waters-extents-as-of-16-august-2019-over-white-nile-state-sudan,?,?,?,?,?,https://data.humdata.org/dataset/satellite-detected-waters-extents-as-of-16-august-2019-over-white-nile-state-sudan,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite detected waters extents, as of 16 August 2019 over Khartoum, EI Gazira and White Nile State, Sudan","UNOSAT code: FL20190815SDN  This map illustrates satellite-detected surface water in Khartoum, EI Gazira and White Nile State, Sudan as observed from Sentinel-2 imagery acquired on 16 August 2019. Within the analysed extent of about 41,600 sq km,   a total about 2,061 sq km of lands appear to be flooded as of 16 August 2019. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,geodata,2019-09-10,"August 20, 2019-August 20, 2019",2019-2019,Sudan,?,?,?,https://data.humdata.org/dataset/waters-extents-as-of-16-august-2019-over-khartoum-ei-gazira-and-white-nile-state-sudan,?,?,?,?,?,https://data.humdata.org/dataset/waters-extents-as-of-16-august-2019-over-khartoum-ei-gazira-and-white-nile-state-sudan,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Satellite detected waters in Red Sea District as of 15 August 2019,"UNOSAT code: FL20190815SDN  This map illustrates satellite-detected surface water in the eastern part of the Red Sea district in Sudan as observed from Sentinel-2 image acquired on 15 August 2019. Within the analysed area of 1,500km2, 232 km2 of lands appear to be flooded as of 15 August 2019. This is a preliminary analysis and has not yet validated in the field. Please send your ground feedback to UNITAR-UNOSAT",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,geodata,2019-09-10,"August 19, 2019-August 19, 2019",2019-2019,Sudan,?,?,?,https://data.humdata.org/dataset/satellite-detected-waters-in-red-sea-district-as-of-15-august-2019,?,?,?,?,?,https://data.humdata.org/dataset/satellite-detected-waters-in-red-sea-district-as-of-15-august-2019,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite detected water extent, as of 16 and 18 July 2019 over Kachin and Saigang States, Myanmar","UNOSAT code: FL20190715MMR  This map illustrates the cumulative satellite detected surface waters in Kachin and Saigang States, Myanmar by using a Sentinel-1 images acquired on 16 and 18 July 2019. Over an area of about 879km2 of lands appear to be likely flooded. By using the population data from Worldpop, total of about 987,000 people appear to have been affected by floods as of 18 July 2019. This is preliminary analysis that has not yet been validated in the field. Please send your comments to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,geodata,2019-09-10,"July 25, 2019-July 25, 2019",2019-2019,Myanmar,?,?,?,https://data.humdata.org/dataset/water-extent-as-of-16-and-18-july-2019-over-kachin-and-saigang-states-myanmar,?,?,?,?,?,https://data.humdata.org/dataset/water-extent-as-of-16-and-18-july-2019-over-kachin-and-saigang-states-myanmar,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite detected water extent, as of 16 and 18 July 2019 over Mandalay and Saigang States, Myanmar","UNOSAT code: FL20190715MMR  This map illustrates the cumulative satellite detected surface waters in Mandalay and Saigang States, Myanmar by using a Sentinel-1 images acquired on 16 and 18 July 2019. Over an area of about 450km2 of lands appear to be likely flooded. By using the population data from Worldpop, total of about 185,000 people appear to have been affected by floods as of 18 July 2019. This is preliminary analysis that has not yet been validated in the field. Please send your comments to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,geodata,2019-09-10,"July 25, 2019-July 25, 2019",2019-2019,Myanmar,?,?,?,https://data.humdata.org/dataset/water-extent-as-of-16-and-18-july-2019-over-mandalay-and-saigang-states-myanmar,?,?,?,?,?,https://data.humdata.org/dataset/water-extent-as-of-16-and-18-july-2019-over-mandalay-and-saigang-states-myanmar,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite detected water extent, as of 16 and 18 July 2019 over Kachin state,  Myanmar","UNOSAT code: FL20190715MMR  This map illustrates the cumulative satellite detected surface waters in Kachin, Myanmar by using a Sentinel-1 images acquired on 16 and 18 July 2019. Over an area of about 370 km2 of lands appear to be likely flooded. By using the population data from Worldpop, total of about 34,000 people appear to have been affected by floods as of 18 July 2019. This is preliminary analysis that has not yet been validated in the field. Please send your comments to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,geodata,2019-09-10,"July 25, 2019-July 25, 2019",2019-2019,Myanmar,?,?,?,https://data.humdata.org/dataset/satellite-detected-water-extent-as-of-16-and-18-july-2019-over-kachin-state-myanmar,?,?,?,?,?,https://data.humdata.org/dataset/satellite-detected-water-extent-as-of-16-and-18-july-2019-over-kachin-state-myanmar,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,HOTOSM Dominica Schools,"OpenStreetMap exports for use in GIS applications.
This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'
Features may have these attributes: name, amenity, isced:level, capacity
Geometry types: point, polygon
This dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,?,?,,education|education facilities - schools|geodata,2019-07-24,"July 24, 2019-July 24, 2019",2019-2019,Dominica,?,?,?,https://data.humdata.org/dataset/hotosm-dominica-schools,?,?,?,?,?,https://data.humdata.org/dataset/hotosm-dominica-schools,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,HOTOSM Antigua and Barbuda Schools,"OpenStreetMap exports for use in GIS applications.
This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'
Features may have these attributes: name, amenity, isced:level, capacity
Geometry types: point, polygon
This dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,?,?,,education|education facilities - schools|geodata,2019-07-04,"July 04, 2019-July 04, 2019",2019-2019,Antigua And Barbuda,?,?,?,https://data.humdata.org/dataset/hotosm-antigua-and-barbuda-schools-openstreetmap-export,?,?,?,?,?,https://data.humdata.org/dataset/hotosm-antigua-and-barbuda-schools-openstreetmap-export,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,HOTOSM Trinidad and Tobago Schools,"OpenStreetMap exports for use in GIS applications.
This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'
Features may have these attributes: name, amenity, isced:level, capacity
Geometry types: point, polygon
This dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,?,?,,education|education facilities - schools|geodata,2019-07-04,"July 04, 2019-July 04, 2019",2019-2019,Trinidad And Tobago,?,?,?,https://data.humdata.org/dataset/hotosm-trinidad-and-tobago-schools-openstreetmap-export,?,?,?,?,?,https://data.humdata.org/dataset/hotosm-trinidad-and-tobago-schools-openstreetmap-export,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,HOTOSM Barbados Schools,"OpenStreetMap exports for use in GIS applications.
This theme includes all OpenStreetMap features in this area matching:
amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'
Features may have these attributes: name, amenity, isced:level, capacity
Geometry types: point, polygon
This dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,?,?,,education|education facilities - schools|geodata,2019-07-03,"July 03, 2019-July 03, 2019",2019-2019,Barbados,?,?,?,https://data.humdata.org/dataset/hotosm-barbados-schools-openstreetmap-export,?,?,?,?,?,https://data.humdata.org/dataset/hotosm-barbados-schools-openstreetmap-export,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Mozambique Rainfall-induced Landslide hazard index,"Layer provides distribution of landslide hazard, describing by an index of very low to very high hazard. 
Data produced under the ADRF Sub Saharan Africa Risk Profiles project. The project provides also risk data produced, exposure and hazard data used in the analyses.",eng,OCHA Mozambique HAT,?,?,,geodata|hazards and risk|rainfall - precipitation|tropical cyclone idai - mar 2019|weather and climate,,"April 12, 2019-April 12, 2019",2019-2019,Mozambique,?,?,?,https://data.humdata.org/dataset/mozambique-rainfall-induced-landslide-hazard-index,?,?,?,?,?,https://data.humdata.org/dataset/mozambique-rainfall-induced-landslide-hazard-index,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Mozambique Drought,"Data produced under the ADRF Sub Saharan Africa Risk Profiles project. The project provides also risk data produced, exposure and hazard data used in the analyses.",eng,OCHA Mozambique HAT,?,?,,droughts|geodata|tropical cyclone idai - mar 2019,2019-04-12,"April 12, 2019-April 12, 2019",2019-2019,Mozambique,?,?,?,https://data.humdata.org/dataset/mozambique-drought,?,?,?,?,?,https://data.humdata.org/dataset/mozambique-drought,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite detected waters extent, as of 24 March 2019 over Manicaland Province, Zimbabwe","This map illustrates the satellite detected surface waters in Manicaland Province, Zimbabwe, as observed from the Sentinel-1 data imagery acquired on 12 and 24 March 2019. Within the analysis extent, over Manicaland Province, 164,130 ha of surface waters were observed the 12 March 2019. and about of 406,600 ha of surface waters were observed the 24 March 2019. It represents an increase of 40 %. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.
Satellite data (pre-event) : Sentinel-1 
Imagery date: 12 March 2019 
Resolution: 10 m 
Copyright: Copernicus 2019 / ESA 
Source: ESA
Satellite data (post-event) : Sentinel-1 
Imagery date: 24 March 2019 
Resolution: 10 m 
Copyright: Copernicus 2019 / ESA 
Source: ESA
Boundary data: OCHA ROSEA 
Water body & waterway: COD 
Analysis : UNITAR-UNOSAT 
Production: UNITAR - UNOSAT",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,cyclones - hurricanes - typhoons|floods - storm surges|geodata|tropical cyclone idai - mar 2019,2019-04-10,"March 29, 2019-March 29, 2019",2019-2019,Zimbabwe,?,?,?,https://data.humdata.org/dataset/satellite-detected-waters-extent-as-of-24-march-2019-over-manicaland-province-zimbabwe,?,?,?,?,?,https://data.humdata.org/dataset/satellite-detected-waters-extent-as-of-24-march-2019-over-manicaland-province-zimbabwe,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite detected waters extent, as of 24 March 2019 over Masvingo Province, Zimbabwe","This map illustrates the satellite detected surface waters in Masvingo Province, Zimbabwe, as observed from the Sentinel-1 data imageries acquired on 12 and 24 March 2019. Within the analysis extent, over Manicaland Province, 84,500 ha of surface waters were observed the 12 March 2019. and about of 288,500 ha of surface waters were observed the 24 March 2019. It represents an icrease of 29 %. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.
Satellite data (pre-event) : Sentinel-1 
Imagery date: 12 March 2019 
Resolution: 10 m 
Copyright: Copernicus 2019 / ESA 
Source: ESA
Satellite data (post-event) : Sentinel-1 
Imagery date: 24 March 2019 
Resolution: 10 m 
Copyright: Copernicus 2019 / ESA 
Source: ESA
Boundary data: OCHA ROSEA 
Water body & waterway: COD 
Analysis : UNITAR-UNOSAT 
Production: UNITAR - UNOSAT",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,cyclones - hurricanes - typhoons|geodata|tropical cyclone idai - mar 2019,2019-04-10,"March 29, 2019-March 29, 2019",2019-2019,Zimbabwe,?,?,?,https://data.humdata.org/dataset/satellite-detected-waters-extent-as-of-24-march-2019-over-masvingo-province-zimbabwe,?,?,?,?,?,https://data.humdata.org/dataset/satellite-detected-waters-extent-as-of-24-march-2019-over-masvingo-province-zimbabwe,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite detected waters extent, as of 24 March 2019 over Mashonaland East Province, Zimbabwe","This map illustrates the satellite detected surface waters in Mashonaland East Province, Zimbabwe, as observed from the Sentinel-1 data imageries acquired on 12 and 24 March 2019. Within the analysis extent, over Manicaland Province, 108,780 ha of surface waters were observed the 12 March 2019. and about of 469,680 ha of surface waters were observed the 24 March 2019. It represents an icrease of 23 %. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.
Satellite data (pre-event) : Sentinel-1 
Imagery date: 12 March 2019 
Resolution: 10 m 
Copyright: Copernicus 2019 / ESA 
Source: ESA
Satellite data (post-event) : Sentinel-1 
Imagery date: 24 March 2019 
Resolution: 10 m 
Copyright: Copernicus 2019 / ESA 
Source: ESA
Boundary data: OCHA ROSEA 
Water body & waterway: COD 
Analysis : UNITAR-UNOSAT 
Production: UNITAR - UNOSAT",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,cyclones - hurricanes - typhoons|geodata|tropical cyclone idai - mar 2019,2019-04-10,"March 29, 2019-March 29, 2019",2019-2019,Zimbabwe,?,?,?,https://data.humdata.org/dataset/satellite-detected-waters-extent-as-of-24-march-2019-over-mashonaland-east-province-zimbabwe,?,?,?,?,?,https://data.humdata.org/dataset/satellite-detected-waters-extent-as-of-24-march-2019-over-mashonaland-east-province-zimbabwe,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Cumulative Satellite detected waters extent overview between 13 & 26 March 2019 over Sofala province, Mozambique","This map illustrates the cumulative satellite-detected surface waters in central provinces of Mozambique and particularly the Sofala province and its surroundings, as observed from the Sentinel-1 imagery acquired between 13 & 26 March 2019. Within the analysis extent. over Sofala and Manica provinces, a total of 170,000 km2 of surface imagery were analyzed and about 10,000 km2 of lands experienced floods within this period. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.
Satellite data : Sentinel-1 
Imagery date: 13-14-19-20-26 March 2019 Resolution: 10 m 
Copyright: Copernicus 2019/ESA 
Source:ESA
Boundary data: OCHA ROSEA Water body & waterway: COD Analysis : UNITAR-UNOSAT
Production:UNITAR - UNOSAT",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,cyclones - hurricanes - typhoons|geodata|tropical cyclone idai - mar 2019,2019-04-10,"April 04, 2019-April 04, 2019",2019-2019,Mozambique,?,?,?,https://data.humdata.org/dataset/cumulative-satellite-detected-waters-extent-13-26-march-2019-over-sofala-province-mozambique,?,?,?,?,?,https://data.humdata.org/dataset/cumulative-satellite-detected-waters-extent-13-26-march-2019-over-sofala-province-mozambique,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite detected waters extent, as of 7 April 2019 over Tete and Zambezia provinces, Mozambique","This map illustrates satellite-detected surface waters in Tete and Zambezia province, Mozambique as observed from Sentinel-1 imagery acquired on 7 April 2019. Within the analysed extent of about 7,800 sq km, a total about 100 sq km of lands appear to be flooded as of 7 April 2019. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.
Satellite Data (Post): Sentinel-1 
Imagery Date (1): 7 April 2019 
Imagery Date (2): 20 March 2019 
Resolution: 10 m 
Copyright: Copernicus 2019 / ESA Source: ESA",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,cyclones - hurricanes - typhoons|geodata|tropical cyclone idai - mar 2019,2019-04-10,"April 09, 2019-April 09, 2019",2019-2019,Mozambique,?,?,?,https://data.humdata.org/dataset/satellite-detected-waters-extent-as-of-7-april-2019-over-tete-and-zambezia-provinces-mozambique,?,?,?,?,?,https://data.humdata.org/dataset/satellite-detected-waters-extent-as-of-7-april-2019-over-tete-and-zambezia-provinces-mozambique,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Electrical Distribution Grid Maps,"Facebook has produced a model to help map global medium voltage (MV) grid infrastructure, i.e. the distribution lines which connect high-voltage transmission infrastructure to consumer-serving low-voltage distribution. The data found here are model outputs for six select African countries: Malawi, Nigeria, Uganda, DRC, Cote D’Ivoire, and Zambia. The grid maps are produced using a new methodology that employs various publicly-available datasets (night time satellite imagery, roads, political boundaries, etc) to predict the location of existing MV grid infrastructure. The model documentation and code are also available , so data scientists and planners globally can replicate the model to expand model coverage to other countries where this data is not already available. You can find the model code and documentation here: https://github.com/facebookresearch/many-to-many-dijkstra
Note: current model accuracy is approximately 70% when compared to existing ground-truthed data. Accuracy can be further improved by integrating other locally-relevant information into the model and running it again.
Resolution: geotiff is provided at Bing Tile Level 20",eng,Facebook,?,?,,access to electricity|electricity|geodata,2019-03-19,"January 24, 2019-January 24, 2019",2019-2019,Côte d'Ivoire|Democratic Republic of the Congo|Malawi|Nigeria|Uganda|Zambia,?,?,?,https://data.humdata.org/dataset/electricaldistributiongridmaps,?,?,?,?,?,https://data.humdata.org/dataset/electricaldistributiongridmaps,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Kenya Population 2016,2016 Kenya population density (per square km),eng,American Red Cross,?,?,,baseline population|geodata,2019-02-14,"December 31, 2016-December 31, 2016",2016-2016,Kenya,?,?,?,https://data.humdata.org/dataset/kenya-population-2016,?,?,?,?,?,https://data.humdata.org/dataset/kenya-population-2016,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Rainfall, Conflict, and Food Insecurity Measurement in Post-Succession Sudan and South Sudan (July Months, 2013-2016)","July precipitation anomalies from 2013–2016 for Sudan and South Sudan, which may have negatively affected agrarian populations during the lean season, are generated from NASA TRMM/TMPA 3P43 (Tropical Rainfall Measuring Mission/Multi-Satellite Precipitation Analysis).  These anomalies are available to analyze in relation local population estimates (WorldPop), reported conflict events and fatalities (Armed Conflict Locations and Events Data Project), food security classification (Integrated Phase Classification, Famine Early Warning Systems Network), and other sources for measuring crop access to water (Climate Hazards Group InfraRed Precipitation with Station data).
Data were compiled by Maimouna Kante and Lisa Jordan.",eng,Drew University,?,?,,violence and conflict,2019-01-24,"July 31, 2013-July 31, 2016",2013-2016,South Sudan|Sudan,?,?,?,https://data.humdata.org/dataset/rainfall-conflict-and-food-insecurity-measurement-in-post-succession-sudan-and-south-sudan,?,?,?,?,?,https://data.humdata.org/dataset/rainfall-conflict-and-food-insecurity-measurement-in-post-succession-sudan-and-south-sudan,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Digital Globe Imagery Palu Indonesia Earthquake post event West,"Imagery of Palu City (West) Indonesia after the 7.5 magnitude earthquake followed by tsunami courtesy of Digital Globe. Please see license below for attribution and limitations. Data extracted from OpenAerialMap.
https://www.digitalglobe.com/opendata/indonesia-earthquake-tsunami/license",eng,WFP - World Food Programme,?,?,,earthquakes|geodata,2018-10-04,"October 02, 2018-October 02, 2018",2018-2018,Indonesia,?,?,?,https://data.humdata.org/dataset/digital-globe-imagery-palu-indonesia-earthquake-post-event,?,?,?,?,?,https://data.humdata.org/dataset/digital-globe-imagery-palu-indonesia-earthquake-post-event,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Liberia - Admin levels, populated places, roads","Other data (Admin levels, populated places, roads)
Geodatabase for Liberia with Admin levels 1 and 2, populated places, major and secondary roads. There are other datasets available for LIberia, these datasets have not been identified as CODs.",eng,OCHA Liberia,?,?,,geodata,2018-08-16,"September 03, 2014-September 03, 2014",2014-2014,Liberia,?,?,?,https://data.humdata.org/dataset/liberia-other,?,?,?,?,?,https://data.humdata.org/dataset/liberia-other,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Cameroon - Digital Elevation Model,The dataset represents the Digital Elevation Model of Cameroon.,eng,OCHA ROWCA,?,?,,common operational dataset - cod|elevation - topography - altitude|geodata,2018-08-16,"April 23, 2004-April 23, 2004",2004-2004,Cameroon,?,?,?,https://data.humdata.org/dataset/cameroon-elevation-model,?,?,?,?,?,https://data.humdata.org/dataset/cameroon-elevation-model,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Guinea-Bissau - Elevation Model,"Digital Elevation Model of Guinea Bissau
The dataset represents the Digital Elevation Model of Guinea Bissau. It was downloaded from CGIAR data and processed by WFP
Resolution: 90 meter",eng,OCHA ROWCA,?,?,,common operational dataset - cod|elevation - topography - altitude|geodata,2018-08-16,"January 01, 2004-January 01, 2004",2004-2004,Guinea-Bissau,?,?,?,https://data.humdata.org/dataset/guinea-bissau-elevation-model,?,?,?,?,?,https://data.humdata.org/dataset/guinea-bissau-elevation-model,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Senegal - Digital Elevation Model,"The dataset represents the digital elevation model of Senegal. 
Resolution: 90 meters",eng,OCHA ROWCA,?,?,,common operational dataset - cod|elevation - topography - altitude|geodata,2018-08-16,"April 23, 2004-April 23, 2004",2004-2004,Senegal,?,?,?,https://data.humdata.org/dataset/senegal-elevation-model,?,?,?,?,?,https://data.humdata.org/dataset/senegal-elevation-model,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Malawi - Displacement Tracking Matrix,"DTM (Displacement Tracking Matrix) IDP Sites in the Southern Region of Malawi, including the number of IDP's per site, as at 6 March 2015 (Google Earth kmz file).",eng,OCHA ROSA,?,?,,displaced persons locations - camps - shelters|displacement|geodata|internally displaced persons - idp|refugees,2018-08-16,"March 06, 2015-March 06, 2015",2015-2015,Malawi,?,?,?,https://data.humdata.org/dataset/malawi-affected-persons-locations-0,?,?,?,?,?,https://data.humdata.org/dataset/malawi-affected-persons-locations-0,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Libya - Elevation Model,"-SRTM 90m DEM, There are 13 number of 5 x 5 degree tiles for a complete coverage of Libya AJ.
-Digital Elevation Model (DEM) of Libya, The NASA Shuttle Radar Topographic Mission (SRTM). Resolution: 250 m. Source: USGS/NASA-SRTM",eng,OCHA ROMENA,?,?,,common operational dataset - cod|elevation - topography - altitude|geodata,2018-08-15,"January 01, 2000-January 01, 2000",2000-2000,Libya,?,?,?,https://data.humdata.org/dataset/libya-elevation-model,?,?,?,?,?,https://data.humdata.org/dataset/libya-elevation-model,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Namibia - Contour Lines,"Countour Lines at 100m Intervals. Interpolated (using a kriging interpolator) from a 30 second grid DTM. Grid cell size was set to 500m. The shapefile was produced directly from the grid using elevation intervals of 100m. Positional Accuracy: Interpolated from 1km grid. 
DTM originally obtained from Geo Business Solutions.
Zip file includes elevation and relief, Namibia borders and settlements shapefiles, and detail metadata.",eng,OCHA ROSA,?,?,,common operational dataset - cod|elevation - topography - altitude|geodata,2018-08-15,"December 31, 2001-December 31, 2001",2001-2001,Namibia,?,?,?,https://data.humdata.org/dataset/namibia-contour-lines,?,?,?,?,?,https://data.humdata.org/dataset/namibia-contour-lines,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
